Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
0,0.30471707975443135,-1.0399841062404955,0.7504511958064572,0.9405647163912139,-1.9510351886538364,-1.302179506862318,0.12784040316728537,-0.3162425923435822,-0.016801157504288795,-0.85304392757358,0.8793979748628286,0.7777919354289483,0.06603069756121605,1.1272412069680329,0.4675093422520456,-0.8592924628832382,0.36875078408249884,-0.9588826008289989,0.8784503013072725,-0.049925910986252896,-0.18486236354526056,-0.6809295444039414,1.2225413386740303,-0.15452948206880215,-0.4283278221631072,-0.3521335504882296,0.5323091855533487,0.36544406436407834,36.06856143228098,0
3,0.4584401735591531,0.2748233870718084,2.25421528024143,-0.2653303089259335,-0.8048980073696128,-1.0090996542772255,0.6351554830505884,1.0815359038693544,-0.11646763128051839,-0.9681130660985651,-0.6925715194618153,0.7672615781390433,0.7531587758376247,0.7122404493503999,-0.5953833059508875,0.10326745363423404,0.17199842675310306,0.0748562066046631,1.0031963231442806,0.21610666212674434,0.6511842085401058,-0.03456036217169975,0.4725005994910887,0.60810880352822,-1.5214049931801326,-0.37249124893053576,-0.3905262764597932,-0.5840612385887302,43.976250154410664,0
7,-0.20637622519281076,1.5361648192951671,-0.5276988236570288,0.9284788082525908,-1.8036044727212466,-0.4862499781273587,0.2580263875625939,0.7484527169396813,0.6937564351007772,0.6481302752851404,-0.4526108001677099,-0.3472625559437107,0.9709496976327976,-0.08446825747905491,-1.364993819230555,-1.1177970959583456,-0.8936525219886459,0.5083891750444635,0.2929051845422074,0.7229013533867799,-0.3295750150555184,0.15335563675095926,0.696465483891,-0.2181302191910054,0.22856448858039158,-0.7177996284062316,-0.42163278803404075,-0.4693470797866386,154.7240689467243,0
11,-1.2267960793679613,0.7173972036798568,-0.5485571637512782,0.15176593996557605,0.210205987997722,0.37359367931084025,0.7040890671071753,0.013782423031528573,-0.3192348467790372,0.017501330386372013,-1.7552260539831863,-1.4992018558146438,-1.1770571577094828,-1.00991706622334,0.19502515383885335,-1.0731486197538127,-0.5122104323376866,1.375486674042735,-0.3123281933800948,0.8459507714751036,-0.9830539322682047,-0.18243421235498614,-0.8455522323269312,-0.3717526087792133,0.8745928107444543,-1.8349903674532835,0.37117872534075125,0.1673335403642821,57.99469862481392,0
11,-0.7781693676019886,-1.338448273836476,-0.01015406684882221,-0.506727818068966,0.2642071095543623,0.07789119742006892,1.7073922513869917,-0.23728826401829498,-1.0713827196387204,0.18190083451427197,-0.04328722412571276,1.13430729686824,0.6585526722581561,0.20538349921600832,1.4925566642953898,-1.3497353472859228,-0.7165830976004007,-0.7202529402991147,-0.4366590321627822,-1.2497935318350433,0.48769285697417364,-0.2495878289520213,-1.5976391293516976,-1.0713419725244235,0.44470276906186346,0.5628780127763886,2.0524077004928993,2.938962497061972,3.999649730709092,0
13,0.2976840281356981,-1.1903053611073355,-2.1335693907586326,0.1917022896334909,-0.7733100288771717,-0.403673580566675,-0.3559879613517593,-0.1763841260191295,0.9052728228418355,0.18433369262248542,-0.16512792065754522,-0.8655076582955756,-1.5759000438656336,-0.45550038419092964,0.17010094882598797,1.5654696114869946,0.02278705683282574,0.8747015699781904,-0.5647944533635694,-1.3724127961922812,-0.8919628336862458,-0.7626642388785564,1.88882386303241,-0.9820879751030497,0.9051946190956245,-0.8184954761705681,1.239434167948179,0.825795340665159,10.91102239467425,0
14,-0.1119852934377357,-0.21930833030153435,-0.9748231040431853,0.47482754492710416,-0.5709799846723558,-1.2861568008522495,-1.3313357685223832,0.14613029881925005,1.7148821798367102,0.18764166746681105,-0.14340751420851436,0.15599999085820654,1.0696167351269799,0.1510574437352169,-0.385412088509839,1.341109151782938,0.43217449698653737,1.6669612274927206,0.09851526921737074,-1.4303309511493425,-1.5019536242986018,1.5365282963994662,2.0069893002381587,-0.3268324095480581,-0.24740812827164407,1.338669970816617,-0.9211305568512611,-0.7708577178560525,23.696480679339313,0
17,0.626529000673384,-0.4275013724048197,-0.15134533232654906,-0.09221876678544695,0.2519275510980802,1.2145583411858794,-0.10911545837661192,0.6658583380997454,-1.792939774055516,-0.020572151810096292,-0.8647413974241482,-1.195413061794897,-0.7177098566597038,-0.31146482414052956,0.8580907290795372,-1.1252263449721234,0.09545766714239805,-0.23412524920967043,-0.31289580397935524,0.7882081826322027,0.3128223933591358,1.5678773519026636,0.1465427157858233,-0.7449674731029118,-0.26097003612124614,0.44329728689371417,0.03840377492602187,-1.2000167299117743,66.35447735096838,0
19,0.1844691317288818,0.1641031242781822,2.494772237684938,1.863011796263853,-0.815454217894108,-0.10519961037129419,-1.479809320593495,-0.4908282632485247,0.04666403748201309,1.202767798116719,-0.8587950473572308,-0.833458399337031,-2.2549455082376104,-0.2093856441659871,-0.9337008024976325,-0.6982233791118923,-0.8625421280962285,-0.12938134163400755,-1.8046627619535345,-1.34881401799616,2.1761704710321683,-1.0522409784886315,-1.0748041710867662,1.7251684073558773,2.86592166382222,-1.1050720357912847,-0.3624883905491273,0.1615530414537434,46.912411508982814,0
22,1.7563680141649247,-0.9622416097865101,0.12893798971063095,1.056789345501322,0.31244794178250246,-0.3919360127857934,-0.35579436260506536,-1.4485200478572606,-0.23117413835236328,-0.08597232029144727,0.10335063252267135,-0.6803459787195707,0.13329669630949748,0.9813079711949305,0.015374207293821163,0.24702290153241963,-0.07622597163656691,-0.019322808153686952,-0.9922574478358777,0.11417215897388402,0.22913897224133578,1.9353321621573,1.4121342768122276,0.6446218136598824,-0.33316896012143454,-1.2781722773521107,1.136769694506496,0.2869821813652,11.7099095342406,0
24,0.7435986055163495,-1.8889222284421692,0.9467791800147753,0.6129387400395613,-1.0635634931471027,-0.530315209367818,0.2103480499657598,-0.16481120882234546,-0.3268473065564095,-0.11638411610967794,-0.23647478332848468,0.050510615294532976,1.4914864774395817,-2.419462245252058,-0.23454413341561106,0.21356585660230992,0.28456009394161447,-0.3748130025443429,-1.9055603996539643,0.3451213075601922,1.7617210600003854,-1.2435615805925426,1.0756481552200223,-0.23183195107391152,-0.11129968984706248,-1.2446243523067657,-0.16394071817990227,1.3430919219037385,63.51361526153035,0
24,0.6941950328151595,1.4489732711436187,1.31942876597991,0.5310274899355104,1.5844000021957267,0.35944587733312605,0.8595403842919229,-0.3212926348580602,0.017518719875743403,-0.7148814407167285,0.9541127170955803,-1.1707270308206856,1.0060733140335987,-0.5535703942929682,1.1360654734549778,0.7829038672216063,1.8633301717380437,0.6745527407569933,-1.8578743156013353,-0.015184976764172006,-0.9077490335947581,-0.7048140794551561,1.672575656559725,0.6027590182366093,-0.7156253820558057,-1.2004110192864137,0.008190985149275451,-1.015096361095567,60.85696559455956,0
